id,title,upload_date,duration_seconds,duration_bucket,title_chars,title_words,view_count,like_count,thumbnail_url,caption_source,has_turkish_subtitles
pB_WHLWRB98,A New Star Will Appear in the Sky by September!,,908,10m+,47,10,359422,13188,https://i.ytimg.com/vi_webp/pB_WHLWRB98/maxresdefault.webp,manual,True
89jx0SaPnks,The Technology That Will Change Our Lives: NANOBOTS,,887,10m+,51,8,444759,17602,https://i.ytimg.com/vi_webp/89jx0SaPnks/maxresdefault.webp,manual,True
8Xv-Zo_3bCQ,What is the meaning of that one ring to rule them all in The Lord of the Rings?,,1167,10m+,79,18,1195900,40988,https://i.ytimg.com/vi/8Xv-Zo_3bCQ/maxresdefault.jpg,manual,True
O04_SXPuIv4,How does reading books affect our brain?,,992,10m+,40,7,1724658,75851,https://i.ytimg.com/vi_webp/O04_SXPuIv4/maxresdefault.webp,manual,True
auXXdzlKbOY,How to Stay Motivated Even If You Don't Feel Like It?,,892,10m+,53,11,2155449,84019,https://i.ytimg.com/vi_webp/auXXdzlKbOY/maxresdefault.webp,manual,True
k2QgPzi3dPc,Understand This and You Will Understand Everything! Standard Model of Particle Physics,,789,10m+,86,12,843727,24991,https://i.ytimg.com/vi_webp/k2QgPzi3dPc/maxresdefault.webp,manual,True
LxlUrSjRm4s,3 Cisim Problemi - Uzaylıların Bilimi ve Teknolojisi,,2077,10m+,52,7,2535277,46368,https://i.ytimg.com/vi_webp/LxlUrSjRm4s/maxresdefault.webp,automatic,True
53t3Rl-Jm2Y,A second mind with artificial intelligence : Notion Q&A,,761,10m+,55,9,371935,14833,https://i.ytimg.com/vi_webp/53t3Rl-Jm2Y/maxresdefault.webp,manual,True
CjnCe46J9ok,"SCRUB DADDY, The Billion Dollar Success of a Small Idea",,1066,10m+,55,10,766673,35011,https://i.ytimg.com/vi_webp/CjnCe46J9ok/maxresdefault.webp,manual,True
TtwK1T3FtpA,Memory Traps False Memories and the Mandela Effect,,917,10m+,50,8,565022,24882,https://i.ytimg.com/vi_webp/TtwK1T3FtpA/maxresdefault.webp,manual,True
Nh9_VA21CXc,DUNE Bölüm 2 Analizi,,2156,10m+,20,4,932942,25651,https://i.ytimg.com/vi_webp/Nh9_VA21CXc/maxresdefault.webp,automatic,True
ypxGlk-j00s,From $200 to $2000000000000 The story of Nvidia founder JENSEN,,1042,10m+,62,10,1284688,35086,https://i.ytimg.com/vi_webp/ypxGlk-j00s/maxresdefault.webp,manual,True
_PV_SBFJS74,Effective study techniques without getting bored,,641,10m+,48,6,1868123,92997,https://i.ytimg.com/vi_webp/_PV_SBFJS74/maxresdefault.webp,manual,True
eFX93zJZWUM,Nuclear Batteries the Size of a Postage Stamp That Can Work for 50 Years Are Coming!,,935,10m+,84,16,582423,22239,https://i.ytimg.com/vi_webp/eFX93zJZWUM/maxresdefault.webp,manual,True
d9JyuSxNEzw,"The images in this video were produced entirely by AI.Except for me.SORA, the new model from Open AI",,847,10m+,100,20,817217,28522,https://i.ytimg.com/vi_webp/d9JyuSxNEzw/maxresdefault.webp,manual,True
LmXyR0Qhg_A,Why did people look more stylish in the past?,,758,10m+,45,9,1415291,55196,https://i.ytimg.com/vi_webp/LmXyR0Qhg_A/maxresdefault.webp,manual,True
BxRvTy52RaA,"Apple Vision Pro ikinci ""iPhone anı"" mı? - İlk İzlenimler",,3082,10m+,57,9,1432118,38169,https://i.ytimg.com/vi_webp/BxRvTy52RaA/maxresdefault.webp,automatic,True
rHYpsU8tB2U,Series Analysis - KUBRA,,1050,10m+,23,3,984933,33989,https://i.ytimg.com/vi_webp/rHYpsU8tB2U/maxresdefault.webp,automatic,True
dxkOUi8MO44,Gravity Is Not a Force! Or Why is Alper Gezeravcı's microphone like that?,,672,10m+,73,13,475258,22269,https://i.ytimg.com/vi_webp/dxkOUi8MO44/maxresdefault.webp,manual,True
kaaDdK55Eiw,The Mysterious Eye of the Pantheon,,1139,10m+,34,6,2007106,60633,https://i.ytimg.com/vi_webp/kaaDdK55Eiw/maxresdefault.webp,manual,True
v7EQfnFosHE,Ax-3 Space Mission: A big meaningful step for us...,,627,10m+,51,10,517338,24640,https://i.ytimg.com/vi/v7EQfnFosHE/maxresdefault.jpg,manual,True
axwVhuyPFwI,Spaghettifying Black Holes,,526,5-10m,26,3,329040,15539,https://i.ytimg.com/vi_webp/axwVhuyPFwI/maxresdefault.webp,manual,True
d9xJc2Dc_1s,What happened to the most interesting mathematician alive?,,1192,10m+,58,8,1605173,41798,https://i.ytimg.com/vi_webp/d9xJc2Dc_1s/maxresdefault.webp,manual,True
phkBhzsDidw,The last movie to watch this year!,,1317,10m+,34,7,811932,32564,https://i.ytimg.com/vi_webp/phkBhzsDidw/maxresdefault.webp,manual,True
jXbEfrP3aC0,There MAY BE 13 MONTHS IN 2024! Dont Break the Chain!,,822,10m+,53,11,836581,37820,https://i.ytimg.com/vi_webp/jXbEfrP3aC0/maxresdefault.webp,manual,True
L_aGUgy6yl4,What is the most successful Hollywood movie of all time?,,648,10m+,56,10,386002,18134,https://i.ytimg.com/vi_webp/L_aGUgy6yl4/maxresdefault.webp,manual,True
a5FqNZt1o0c,Ghost Particles in the Middle of Antarctica,,1091,10m+,43,7,498006,17062,https://i.ytimg.com/vi_webp/a5FqNZt1o0c/maxresdefault.webp,manual,True
4RayX7iwz1Q,Domino Effect,,622,10m+,13,2,309451,15256,https://i.ytimg.com/vi_webp/4RayX7iwz1Q/maxresdefault.webp,manual,True
fTFyk-ZCj4s,Tesla CYBERTRUCK is finally out!,,697,10m+,32,5,1035438,33456,https://i.ytimg.com/vi_webp/fTFyk-ZCj4s/maxresdefault.webp,manual,True
K3iFTE795o0,So you want to save The World. Then make an ARK!,,396,5-10m,48,11,306080,15644,https://i.ytimg.com/vi_webp/K3iFTE795o0/maxresdefault.webp,manual,True
JTw3usk_K7E,How did the dinosaurs disappear?,,532,5-10m,32,5,755169,29732,https://i.ytimg.com/vi_webp/JTw3usk_K7E/maxresdefault.webp,manual,True
7DFs2WifolI,My new studio is a spaceship: TARDIS,,723,10m+,36,7,265897,12834,https://i.ytimg.com/vi_webp/7DFs2WifolI/maxresdefault.webp,manual,True
sFSE37Ud0WM,Why Did OpenAI Fire ChatGPT's Boss Sam Altman?,,771,10m+,46,8,530486,21691,https://i.ytimg.com/vi_webp/sFSE37Ud0WM/maxresdefault.webp,manual,True
0PlJCIcYozU,Why documentary audio has to be fake!,,709,10m+,37,7,554025,26066,https://i.ytimg.com/vi_webp/0PlJCIcYozU/maxresdefault.webp,manual,True
vcR9cM3AgjA,Can this sphere be built around the Sun?,,852,10m+,40,8,453253,15734,https://i.ytimg.com/vi_webp/vcR9cM3AgjA/maxresdefault.webp,automatic,True
zAssqk78h4E,Design in the Age of Artificial Intelligence,,785,10m+,44,7,349204,15352,https://i.ytimg.com/vi_webp/zAssqk78h4E/maxresdefault.webp,manual,True
wvqU4HtLEO4,What would the Earth look like a year from now if humans became extinct?,,651,10m+,72,14,2012261,49525,https://i.ytimg.com/vi_webp/wvqU4HtLEO4/maxresdefault.webp,manual,True
TZzSbGNl97I,100,,420,5-10m,3,1,598220,70830,https://i.ytimg.com/vi_webp/TZzSbGNl97I/maxresdefault.webp,manual,True
-0P2pi8i-cI,"I went to bed at 22:22 every day for 30 days! 10, 3, 2, 1, 0 rule for a quality sleep.",,889,10m+,86,22,3450061,83569,https://i.ytimg.com/vi_webp/-0P2pi8i-cI/maxresdefault.webp,manual,True
CumRvmiN4Fg,Why was the Dzhanibekov effect kept a secret for 10 years?,,719,10m+,58,11,2299094,32841,https://i.ytimg.com/vi_webp/CumRvmiN4Fg/maxresdefault.webp,manual,True
LW-myQJceTE,Brave New World,,779,10m+,15,3,622255,30584,https://i.ytimg.com/vi_webp/LW-myQJceTE/maxresdefault.webp,manual,True
_J78SeTk7LQ,2023 Nobel Prize in Physics - Attosecond Lasers,,637,10m+,47,7,379396,16887,https://i.ytimg.com/vi_webp/_J78SeTk7LQ/maxresdefault.webp,manual,True
LznUphXBnIQ,Let's go to the 10 Quintillion Dollar Asteroid! Psyche,,627,10m+,54,9,617116,25639,https://i.ytimg.com/vi/LznUphXBnIQ/maxresdefault.jpg,manual,True
6PiX-sGNFLM,What happened to the ozone layer?,,1044,10m+,33,6,1122122,41259,https://i.ytimg.com/vi_webp/6PiX-sGNFLM/maxresdefault.webp,manual,True
zs27vBoIA0w,"Not aliens, but Nazca Mummies",,811,10m+,29,5,1224342,43523,https://i.ytimg.com/vi_webp/zs27vBoIA0w/maxresdefault.webp,manual,True
uNvZaCua0RM,AI DRONE BEATS THE HUMAN!,,1419,10m+,25,5,537641,16764,https://i.ytimg.com/vi_webp/uNvZaCua0RM/maxresdefault.webp,manual,True
_aGiTftfhyo,The Loch Ness Monster Hunt Has Begun Again!,,1357,10m+,43,8,797774,25414,https://i.ytimg.com/vi_webp/_aGiTftfhyo/maxresdefault.webp,manual,True
JdbpT7tWvpY,Is it possible to live underground?,,1139,10m+,35,6,1095976,32972,https://i.ytimg.com/vi_webp/JdbpT7tWvpY/maxresdefault.webp,manual,True
sPojDMQWVCw,Scientific Simulations with ChatGPT,,1268,10m+,35,4,599641,24242,https://i.ytimg.com/vi_webp/sPojDMQWVCw/maxresdefault.webp,manual,True
oYY2akKP2-0,The Dark Story of Ted Kaczynski,,1948,10m+,31,6,1454280,61184,https://i.ytimg.com/vi_webp/oYY2akKP2-0/maxresdefault.webp,manual,True
X29AbAAPGV0,Is the universe 2X older than we think?,,1042,10m+,39,8,528789,18357,https://i.ytimg.com/vi_webp/X29AbAAPGV0/maxresdefault.webp,manual,True
jtVpPDqNuS8,NEUROESTHETIC - How does art transform the brain?,,883,10m+,49,7,589227,26037,https://i.ytimg.com/vi_webp/jtVpPDqNuS8/maxresdefault.webp,manual,True
WiDGGJ-DROE,The Frappucino Effect,,1057,10m+,21,3,1025643,36990,https://i.ytimg.com/vi_webp/WiDGGJ-DROE/maxresdefault.webp,manual,True
7BSHnfzCPuo,Has the US been hiding UFOs for years?,,1080,10m+,38,8,2848477,75689,https://i.ytimg.com/vi/7BSHnfzCPuo/maxresdefault.jpg,manual,True
jYWyiXjBAqw,I watched OPPENHEIMER in one of those 30 IMAX theaters.,,1140,10m+,55,10,1507761,64760,https://i.ytimg.com/vi/jYWyiXjBAqw/maxresdefault.jpg,manual,True
A0CF_8ttMqE,Strange Atmospheric Phenomena,,862,10m+,29,3,569276,21940,https://i.ytimg.com/vi_webp/A0CF_8ttMqE/maxresdefault.webp,manual,True
fS6Yx4VEELc,The giant eye of Las Vegas: SPHERE,,867,10m+,34,7,460541,15744,https://i.ytimg.com/vi/fS6Yx4VEELc/maxresdefault.jpg,manual,True
P8dBfxoDWMU,Is time just an illusion?,,659,10m+,25,5,959284,35389,https://i.ytimg.com/vi_webp/P8dBfxoDWMU/maxresdefault.webp,manual,True
eNgsPsnRfSY,Could Instagram's Threads kill out Twitter?,,695,10m+,43,6,612133,25118,https://i.ytimg.com/vi/eNgsPsnRfSY/maxresdefault.jpg,manual,True
nZqaCrwOMxM,"The Big Astronomical Discovery: The ""Humming"" Sound of The Universe",,835,10m+,67,10,886958,33951,https://i.ytimg.com/vi_webp/nZqaCrwOMxM/maxresdefault.webp,manual,True
S9g695PPlJ0,Biggest Mistake in German Tanks!,,924,10m+,32,5,857077,38247,https://i.ytimg.com/vi_webp/S9g695PPlJ0/maxresdefault.webp,manual,True
8fBqeqBOsGA,What happened to the submarine that disappeared while diving on the Titanic?,,546,5-10m,76,12,3835814,99089,https://i.ytimg.com/vi/8fBqeqBOsGA/maxresdefault.jpg,manual,True
nuhFskuxygY,We have a message from the dinosaurs: Don't destroy yourself!,,704,10m+,61,10,693532,36643,https://i.ytimg.com/vi_webp/nuhFskuxygY/maxresdefault.webp,manual,True
1USZ5jIjra8,What Happens If We Cover the Sahara Desert with Solar Panels?,,783,10m+,61,11,799272,29194,https://i.ytimg.com/vi_webp/1USZ5jIjra8/maxresdefault.webp,manual,True
Cw_BHJddTgw,"The future of virtual reality, my thoughts on Apple Vision Pro and Meta Quest Pro",,1199,10m+,81,15,733451,22407,https://i.ytimg.com/vi/Cw_BHJddTgw/maxresdefault.jpg,manual,True
bwIO-XQ9-M8,The coloring problem that even professors can't solve - Four Color Theory,,1030,10m+,73,11,471610,17409,https://i.ytimg.com/vi_webp/bwIO-XQ9-M8/maxresdefault.webp,manual,True
9XpZcVRoZu0,Someone is watching us!,,675,10m+,23,4,602481,27211,https://i.ytimg.com/vi_webp/9XpZcVRoZu0/maxresdefault.webp,manual,True
F8BFSVjpRv8,The Best Monologues In Movie History,,1260,10m+,36,6,471197,24086,https://i.ytimg.com/vi/F8BFSVjpRv8/maxresdefault.jpg,manual,True
RNbf0RnrSqw,Fırat Kenarında Yüzen Kayıklar (Türkiye Earthquake Relief Project),,277,<5m,66,8,109481,10319,https://i.ytimg.com/vi_webp/RNbf0RnrSqw/maxresdefault.webp,missing,False
vMJQBj1DmcI,"Why did we, 100 young people from 25 countries, come together?",,822,10m+,62,11,145931,11203,https://i.ytimg.com/vi_webp/vMJQBj1DmcI/maxresdefault.webp,manual,True
G5Wqv-7c42A,To know... What is the use in it for us?,,849,10m+,40,10,1053157,45677,https://i.ytimg.com/vi_webp/G5Wqv-7c42A/maxresdefault.webp,manual,True
5_WKK7CkpiA,If we miss this train too...,,850,10m+,28,6,601428,32359,https://i.ytimg.com/vi_webp/5_WKK7CkpiA/maxresdefault.webp,manual,True
k6ysbGas2Ew,Brain reading machines are now real!,,780,10m+,36,6,457429,19272,https://i.ytimg.com/vi_webp/k6ysbGas2Ew/maxresdefault.webp,manual,True
c5TpfDvSvII,Kobe Bryant's MAMBA MENTALITY,,927,10m+,29,4,728816,41842,https://i.ytimg.com/vi_webp/c5TpfDvSvII/maxresdefault.webp,manual,True
5EXKsagW7H4,"If you had landed on a deserted island, would you be able to find the black holes?",,651,10m+,82,17,487118,22304,https://i.ytimg.com/vi_webp/5EXKsagW7H4/maxresdefault.webp,manual,True
ZhWjcBbJ1fY,HAWAII - Volkanlar Diyarı,,3320,10m+,25,3,1489255,26592,https://i.ytimg.com/vi_webp/ZhWjcBbJ1fY/maxresdefault.webp,automatic,True
3CImvksovN8,"I've climbed the tallest mountain in the world, no it is not Everest.",,1165,10m+,69,13,1064483,43887,https://i.ytimg.com/vi/3CImvksovN8/maxresdefault.jpg,manual,True
MXyRDI87L3Y,Permaculture Paradise,,1064,10m+,21,2,739216,33406,https://i.ytimg.com/vi_webp/MXyRDI87L3Y/maxresdefault.webp,manual,True
CUL_i-cY6RI,World's largest waterfall is underwater!,,589,5-10m,40,5,1195801,41873,https://i.ytimg.com/vi_webp/CUL_i-cY6RI/maxresdefault.webp,manual,True
hNA685AihMk,GPT-4 Out! What happens now?,,1438,10m+,28,6,1315588,53175,https://i.ytimg.com/vi_webp/hNA685AihMk/maxresdefault.webp,manual,True
3KOwARL9Sa4,"The black matter does exist, NO it does not, YES it does!",,1257,10m+,57,12,1135785,39275,https://i.ytimg.com/vi_webp/3KOwARL9Sa4/maxresdefault.webp,manual,True
Z4Rs8wFOE_A,How will we adapt to artificial intelligence?,,1751,10m+,45,7,832510,35123,https://i.ytimg.com/vi_webp/Z4Rs8wFOE_A/maxresdefault.webp,manual,True
J6RswCBkcZ8,Is it possible to go to the Andromeda Galaxy in 50 years?,,1315,10m+,57,12,3121010,63834,https://i.ytimg.com/vi_webp/J6RswCBkcZ8/maxresdefault.webp,manual,True
tZTE_cjK0Gc,UFO ≠ ALIEN,,1016,10m+,11,2,1059953,70504,https://i.ytimg.com/vi/tZTE_cjK0Gc/maxresdefault.jpg,manual,True
-BvS6PZbCws,Will mammoths come back to life in 2027?,,1146,10m+,40,8,3385797,82692,https://i.ytimg.com/vi/-BvS6PZbCws/maxresdefault.jpg,manual,True
G8kxCWm2XAo,Why do we have the best ideas in the shower?,,714,10m+,44,10,638670,34036,https://i.ytimg.com/vi/G8kxCWm2XAo/maxresdefault.jpg,manual,True
LTJ7bgj8IS8,"The zombifying fungus of ""The Last of Us""",,960,10m+,41,8,2317619,105234,https://i.ytimg.com/vi_webp/LTJ7bgj8IS8/maxresdefault.webp,manual,True
GDezonq3wC0,A new AI can simulate anyone's voice with 3 SECONDS!,,833,10m+,52,10,534671,21514,https://i.ytimg.com/vi/GDezonq3wC0/maxresdefault.jpg,manual,True
HCDXEtaK52g,Dark Side of Pinocchio,,1190,10m+,22,4,1590289,55962,https://i.ytimg.com/vi_webp/HCDXEtaK52g/maxresdefault.webp,manual,True
xP0CY-2wK0k,1 SAAT,,3604,10m+,6,2,1020100,37672,https://i.ytimg.com/vi_webp/xP0CY-2wK0k/maxresdefault.webp,missing,False
vaYif50DzEo,DO NOT BREAK THE CHAIN IN 2023!,,736,10m+,31,7,1080676,56049,https://i.ytimg.com/vi/vaYif50DzEo/maxresdefault.jpg,manual,True
j2e46IM6xks,NUCLEAR FUSION One of the Most Important Scientific Breakthroughs of the 21st Century Realized!,,985,10m+,95,14,816593,32519,https://i.ytimg.com/vi_webp/j2e46IM6xks/maxresdefault.webp,manual,True
-WSQEyT2Mu0,Could ChatGPT become the new Google?,,1037,10m+,36,6,1198588,47503,https://i.ytimg.com/vi_webp/-WSQEyT2Mu0/maxresdefault.webp,manual,True
2G7183P3a-Q,WHAT A WEIRD HEAD THIS IS THE HOT SKULL! Turkey's first dystopian TV series,,599,5-10m,75,14,922120,47809,https://i.ytimg.com/vi_webp/2G7183P3a-Q/maxresdefault.webp,manual,True
GW3MMtJMeq4,What is inside The Great Pyramid? 3D TOUR,,1160,10m+,41,8,8174309,136450,https://i.ytimg.com/vi_webp/GW3MMtJMeq4/maxresdefault.webp,manual,True
aD-_ODZHfHQ,What's on the edge of the solar system? Biggest Balloon?,,721,10m+,56,10,806188,26038,https://i.ytimg.com/vi_webp/aD-_ODZHfHQ/maxresdefault.webp,manual,True
cFZwBZLwiTI,Consciousness transfer from the past to the future - The Peripheral,,871,10m+,67,10,608047,26550,https://i.ytimg.com/vi/cFZwBZLwiTI/maxresdefault.jpg,manual,True
vga-7wh3HFI,16 DIFFERENT WEBSITES,,900,10m+,21,3,432031,20977,https://i.ytimg.com/vi_webp/vga-7wh3HFI/maxresdefault.webp,manual,True
mr6gjd73px4,The Art Of Racing In The Rain,,693,10m+,29,7,420814,26658,https://i.ytimg.com/vi_webp/mr6gjd73px4/maxresdefault.webp,manual,True
W8JJTpYu75Y,HOW WAS THE MOON FORMED? In a few hours...,,526,5-10m,42,9,726319,34718,https://i.ytimg.com/vi/W8JJTpYu75Y/maxresdefault.jpg,manual,True
1vGO3hSJxIE,Which technologies will develop in 10 years?,,704,10m+,44,7,710845,26955,https://i.ytimg.com/vi_webp/1vGO3hSJxIE/maxresdefault.webp,manual,True
oBXYc8ZYafI,Have you ever experienced Deja Vu? Have you experienced Deja Vu?,,671,10m+,64,11,2217186,83677,https://i.ytimg.com/vi_webp/oBXYc8ZYafI/maxresdefault.webp,manual,True
zx-qvEq3XkY,Can Elon Musk turn Twitter into an everything app?,,780,10m+,50,9,808685,30506,https://i.ytimg.com/vi_webp/zx-qvEq3XkY/maxresdefault.webp,manual,True
BJ0a8n7FJr0,Spooky and Bizarre QUANTUM ENTANGLEMENT,,1139,10m+,39,5,1960012,52631,https://i.ytimg.com/vi/BJ0a8n7FJr0/maxresdefault.jpg,manual,True
xIWYEBXF6BI,"OPTIMUS, Tesla's Humanoid Robot",,760,10m+,31,4,687819,24881,https://i.ytimg.com/vi_webp/xIWYEBXF6BI/maxresdefault.webp,manual,True
fDR0EGhSfPQ,The million dollar SPACE PEN AG7,,668,10m+,32,6,505816,23744,https://i.ytimg.com/vi/fDR0EGhSfPQ/maxresdefault.jpg,manual,True
kCYMOhweZZI,$40000000 in 40 days,,655,10m+,20,4,482200,23236,https://i.ytimg.com/vi_webp/kCYMOhweZZI/maxresdefault.webp,manual,True
QbjEbUomUMQ,NOPE - This is nothing like the UFO movies that you know!,,917,10m+,57,11,533863,21527,https://i.ytimg.com/vi_webp/QbjEbUomUMQ/maxresdefault.webp,manual,True
X2C6hMF6cVQ,You won't believe what you hear! Auditory Illusions,,1172,10m+,51,8,573252,31517,https://i.ytimg.com/vi_webp/X2C6hMF6cVQ/maxresdefault.webp,manual,True
z0ZcKLV6Hcs,Lord of the Rings: Rings of Power,,1210,10m+,33,7,1130579,43317,https://i.ytimg.com/vi_webp/z0ZcKLV6Hcs/maxresdefault.webp,manual,True
pUUoRExmU1E,Humanity is returning to the Moon. This time permanently!,,1219,10m+,57,9,1844181,50147,https://i.ytimg.com/vi_webp/pUUoRExmU1E/maxresdefault.webp,manual,True
iOE1VwqgO2g,Dawn of Artificial Intelligence Art,,889,10m+,35,5,870235,46077,https://i.ytimg.com/vi/iOE1VwqgO2g/maxresdefault.jpg,manual,True
0e2qtcvGYZ0,The World broke the record for the SHORTEST DAYS since the invention of atomic clocks!,,709,10m+,86,15,928831,48165,https://i.ytimg.com/vi/0e2qtcvGYZ0/maxresdefault.jpg,manual,True
FvaBCK_yf3Q,Time travel... Until the coffee gets cold,,863,10m+,41,7,1588128,69367,https://i.ytimg.com/vi_webp/FvaBCK_yf3Q/maxresdefault.webp,manual,True
dkBIPJYcTfg,Why is Saudi Arabia building a line-shaped city?,,927,10m+,48,9,4069520,114332,https://i.ytimg.com/vi_webp/dkBIPJYcTfg/maxresdefault.webp,manual,True
ttrhQvlrt_o,Everything Everywhere All At Once,,1114,10m+,33,5,856921,43074,https://i.ytimg.com/vi_webp/ttrhQvlrt_o/maxresdefault.webp,manual,True
pZTreTu_HFc,Interesting questions about the first images from the James Webb Telescope,,656,10m+,74,11,879552,39851,https://i.ytimg.com/vi/pZTreTu_HFc/maxresdefault.jpg,manual,True
sbzC2WeOkv0,Weirdest feasts in the world!,,929,10m+,29,5,419635,21357,https://i.ytimg.com/vi_webp/sbzC2WeOkv0/maxresdefault.webp,manual,True
r-AkMPntoHE,We built the biggest LEGO sets!,,1227,10m+,31,6,1229741,43598,https://i.ytimg.com/vi_webp/r-AkMPntoHE/maxresdefault.webp,manual,True
5MJvo0UV924,Why is your favorite color blue?,,813,10m+,32,6,852051,44682,https://i.ytimg.com/vi/5MJvo0UV924/maxresdefault.jpg,manual,True
T7aDau5nXpg,This violin is made of dump!,,672,10m+,28,6,223909,14994,https://i.ytimg.com/vi_webp/T7aDau5nXpg/maxresdefault.webp,manual,True
d1pHOsXRdEg,Which bull is easier to draw?,,760,10m+,29,6,408829,21951,https://i.ytimg.com/vi/d1pHOsXRdEg/maxresdefault.jpg,manual,True
eO5LaCVOPYg,Has China intercepted signals from an alien civilization?,,633,10m+,57,8,1683585,57369,https://i.ytimg.com/vi_webp/eO5LaCVOPYg/maxresdefault.webp,manual,True
sEhRqPshDc4,The first ice cream sent into space from Turkey!,,820,10m+,48,9,730531,31197,https://i.ytimg.com/vi_webp/sEhRqPshDc4/maxresdefault.webp,manual,True
n1ybNDk9NUo,Why is there a database of my t-shirts?,,658,10m+,39,9,320607,15959,https://i.ytimg.com/vi_webp/n1ybNDk9NUo/maxresdefault.webp,manual,True
L9ETeZ4rb9I,"Dünyanın en büyük ""Yıldız Savaşları"" buluşmasına katıldık!",,2403,10m+,58,7,317763,13357,https://i.ytimg.com/vi_webp/L9ETeZ4rb9I/maxresdefault.webp,automatic,True
bWqz9Exk-v0,Why do clocks always show 10.10?,,700,10m+,32,7,1016959,44108,https://i.ytimg.com/vi_webp/bWqz9Exk-v0/maxresdefault.webp,manual,True
_22z2rwaQ3o,"If I could only read one book on science, it would be;  Cosmos.",,1160,10m+,63,13,752723,34048,https://i.ytimg.com/vi_webp/_22z2rwaQ3o/maxresdefault.webp,manual,True
Vu9P_QeA4KI,"Remember these 3 words! Citius, Altius, Fortius",,862,10m+,47,7,577797,32756,https://i.ytimg.com/vi_webp/Vu9P_QeA4KI/maxresdefault.webp,manual,True
QMaEk1UoaL0,First photo of the black hole at the center of our galaxy,,1028,10m+,57,12,1402721,57124,https://i.ytimg.com/vi_webp/QMaEk1UoaL0/maxresdefault.webp,manual,True
o7NhJiu1nCA,"Gökbilimciler, galaksimizin merkezindeki kara deliğin ilk görüntüsünü açıklıyor ESO BASIN TOPLANTISI",,5518,10m+,100,11,608228,13619,https://i.ytimg.com/vi/o7NhJiu1nCA/maxresdefault.jpg,automatic,True
tZwgSsCEjhA,Can we see the shadow of the Earth?,,765,10m+,35,8,651604,32124,https://i.ytimg.com/vi_webp/tZwgSsCEjhA/maxresdefault.webp,manual,True
WsbuisT5H90,Which movie predicts the future the most?,,1366,10m+,41,7,1276773,44028,https://i.ytimg.com/vi_webp/WsbuisT5H90/maxresdefault.webp,manual,True
o5BG9pTNuSI,Why did Elon Musk buy Twitter?,,906,10m+,30,6,1916181,88739,https://i.ytimg.com/vi_webp/o5BG9pTNuSI/maxresdefault.webp,manual,True
HGpWJRvzVDA,7 YILDA NASIL DEĞİŞTİM? Son Video!,,1711,10m+,34,6,1472541,69573,https://i.ytimg.com/vi/HGpWJRvzVDA/maxresdefault.jpg,automatic,True
kKqpiFir8ug,From comics to automobile design,,821,10m+,32,5,300067,15031,https://i.ytimg.com/vi_webp/kKqpiFir8ug/maxresdefault.webp,manual,True
S7sbw097l3E,"The new DALL-E, which can draw whatever you say, is much more surprising",,577,5-10m,72,14,643502,37209,https://i.ytimg.com/vi_webp/S7sbw097l3E/maxresdefault.webp,manual,True
yIVVdPwT49Q,How many people have lived until now?,,855,10m+,37,7,1223129,62850,https://i.ytimg.com/vi_webp/yIVVdPwT49Q/maxresdefault.webp,manual,True
nw1CukUm7pY,Would you like to split your brain in half with a chip ?,,1102,10m+,56,12,911961,42262,https://i.ytimg.com/vi_webp/nw1CukUm7pY/maxresdefault.webp,manual,True
0zyMQr-MJDA,The World's deepest hole is being drilled!,,747,10m+,42,7,2111999,83265,https://i.ytimg.com/vi_webp/0zyMQr-MJDA/maxresdefault.webp,manual,True
EmjViC8yPUY,"3,141592653589793",,652,10m+,17,2,1135986,52636,https://i.ytimg.com/vi_webp/EmjViC8yPUY/maxresdefault.webp,manual,True
HVpl3doIAPs,The only animal that can live in outer space will be sent to another star!,,785,10m+,74,15,2161851,75953,https://i.ytimg.com/vi_webp/HVpl3doIAPs/maxresdefault.webp,manual,True
01ghGqxKtJU,The best selling books of all time. We will never be able to read one of them!,,1062,10m+,78,17,2413297,91950,https://i.ytimg.com/vi_webp/01ghGqxKtJU/maxresdefault.webp,manual,True
V_hLK1_hh4Q,The first photons have reached the WEBB Space Telescope!,,385,5-10m,56,9,752048,36099,https://i.ytimg.com/vi_webp/V_hLK1_hh4Q/maxresdefault.webp,manual,True
FUH7m6tHgm0,The Guide to Understand METAVERSE: MetaVerse vs. VerseMeta,,977,10m+,58,8,983780,56375,https://i.ytimg.com/vi/FUH7m6tHgm0/maxresdefault.jpg,manual,True
Q9EOXkEdqGQ,Can NFT save the bees?,,505,5-10m,22,5,494618,28711,https://i.ytimg.com/vi_webp/Q9EOXkEdqGQ/maxresdefault.webp,manual,True
D4GHc3g6dFw,Why is TheGodfather such a legendary movie?,,1182,10m+,43,7,2219987,93660,https://i.ytimg.com/vi_webp/D4GHc3g6dFw/maxresdefault.webp,manual,True
EYlDo1Zdqwo,The Chinese rocket will hit the Moon on March the 4th!,,990,10m+,54,11,756387,37964,https://i.ytimg.com/vi_webp/EYlDo1Zdqwo/maxresdefault.webp,manual,True
epKLucWhn7U,The first Viral game of 2022: WORDLE,,633,10m+,36,7,837886,37450,https://i.ytimg.com/vi_webp/epKLucWhn7U/maxresdefault.webp,manual,True
JA8_UMRMll4,Genius by accident!,,889,10m+,19,3,1559292,83065,https://i.ytimg.com/vi_webp/JA8_UMRMll4/maxresdefault.webp,manual,True
