id,ocr_text,ocr_word_count,ocr_char_count,has_digits,exclamation_count,question_count,view_count,log_views_per_day
AlQWHW_anyg,TASARIM Pz IS DÜNYASINDA YARATICILIK,5,38,0,0,0,148452,3.623427
AplM0_vuwPo,"ye CLASSIFIED ee > AARVA b << ADI PROFESÖR, ALMAZ KEZ",9,61,0,0,0,1013955,8.102824
AqaDLptyOYs,6 (| 2% | Am © tune NOK olur mu a / Nea,9,46,1,0,0,933601,7.933033
AsZha-0jZbY,"C4 Premiere Pro F e di Dy roj He Source: birinci 00:00:00 Effect Controls 5 A Mixer: bi im: IMG_¢ aa birinci bölüm * IMG_6544.jp9 DM) Video Effects. A PREMIERE PRO EĞİTİMİ fe EE Motion % Position 960.0 540.0 © Scale 16.0 Scale width 1000 Uniform Scale © Rotation. 00 Anchor Point 1872.0 28080 > © Anti-flicker Filter 000 > Opacity > Time Remapping 00:00:00:24 Fit ip = A, 00:00:05:00 9 ED NE 24 v q t e <i > » oF ee # 00:00: = = birinei bölüm = Project: Foto Safari = Info Effects Foto Safarl.prpro} 26 items = 00:00:00:24 00:00 (00:00:05:00 (00:00:10:00 (00:00:15:0¢ [oF in: al = = = a Oe ry 2 a8 2 30 SELLERIN a6 -2 3 GR 48 54 KONUMLANDIRILMASI EE",139,739,1,0,0,24058,1.928096
AwL5uSm4hL8,Vİ een Zz ae FACEBOOK'U SİLELİM TT,9,38,0,0,0,2855190,6.838571
B-lic__ZFA4,UNİ “iff CAS 9 o — Ss SNS | KUZE DÜNYANIN KUTUPLARI NEDEN DEĞİŞİYOR?,14,76,1,0,1,1189375,6.071529
B0QcVWErLlM,O & iv BIZ SAMPIYONLARIZ! MOTH,5,33,0,1,0,524294,5.176131
B5AiB2ylq00,"-d DES EEE ENE ENE EEE 3 ..-P oF oe"" ee BU RESME BAKINCA NE GÖRÜYORSUN?",16,78,1,0,1,809190,5.819795
B8pJQqgNz-Y,— NN pp isi mi Sat faa yy Binom | Seay a ead SIÇRAYAN ÖRÜMCEK,13,72,0,0,0,515054,5.152794
BGvWVRT5pPY,"cy nw wi ewe De tol! i gü ve rr... — SS 4 \, in| wi,",14,66,1,1,0,422130,4.712257
BJ0a8n7FJr0,"; a =e)"" > HANGİSİ HAKLI?",5,27,0,0,1,1960012,7.237127
BN-yIQT6gq0,GELECEĞİN KISA TARİHİ 11 DAKİKADA 245 YIL a,11,45,1,0,0,5984110,7.648968
BNiLoPcYMVI,3. 1415926535897932384626433832795028841971693993751058209749445 923078164062862089986280348253421 170679821480865132823066470938 44609550582231725359408128481117450284102701938521105559644 6229489549303819644288109756659334461284756482337867831652 7120190914564856692346034861045432664821339360726024914127 3724587006606315588174881520920962829254091715364367892590 3600113305305488204665213841469519415116094330572703657595 9195309218611738193261179310511854807446237996274956735188575 2724891227938183011949129833673362440656643086021394946395224 73719070217986094370277053921717629317675238467481846766940513 2000568127 145263560827785771342757789609173637 1787214684409012 24953430146549585371050792279689258923542019956112129021960864 J 03441815981362977477130996051870721134999999837297804995105973 17328160963185950244594553469083026425223082533446850352619311 88171010003137838752886587533208381420617177669147303598253490 42875546873115956286388235378759375195778185778053217122680661 30019278766111959092164201989380952572010654858632788659361533 81827968230301952035301852968995773622599413891249721775283479 13151557485724245415069595082953311686172785588907509838175463 74649393192550604009277016711390098488240128583616035637076601 04710181942955596198946767837449448255379774726847104047534646 2080466842590694912933136770289891521047521620569660240580381 5019351125338243003558764024749647326391419927260426992279678 2354781636009341721641219924586315030286182974555706749838505 4945885869269956909272107975093029553211653449872027559602364 806654991198818347977535663698074265425278625518184175746728 909777727938000816470600161452491921732172147723501414419735 685481613611573525521334757418494684385233239073941433345477 6241686251898356948556209921922218427255025425688767179049460 1653466804988627232791786085784383827967976681454 1009538837863 a 609506800642251252051173929848960841284886269456042419652850222 106611863067442786220391949450471237137869609563643719172874677 3.1415926535897932384620433832 79,42,2064,1,0,0,4516278,7.078133
BO4EFUnpQ48,>. MERKEZİ'NE YOLCULUK,3,23,0,0,0,767449,5.664093
BPFVcPmootQ,d. | 117 YILDIR YANAN AMPUL,5,28,1,0,0,2806512,6.801057
BRK7SfjQzDk,— a a — Li aa pa a ilk; 1% e 4 mY rman canes f — ma! N an BÜYÜKLER NEDE (BE HEP ‘a,22,98,1,1,0,186312,5.945437
Bf5Ra6YzoAA,a yı” «> TAKIM OLAN MIKROROBOTLAR,5,35,0,0,0,191757,3.939561
BkURBcI6-o8,"Pres jere Pro File it Proje Cli nce lari Tit! wi dow Help (eri Sources (no clips) =e role Au wi adl Program: birinci bölüm vx 00: 05:00, 00;00; Bo 0;00;00;00 | 99:00:00:90 Fe = 12 KA 00:02:18:20 ET = = 7 c i Tw al ye <i Lame > A A 8 = Info effects Marke “= rine bölüm = pject: Foto Safari X| Media Browser Foto Safari prproj 25 items 09:90:00; tn: TAN * (00:00 00:00:05:00 00:00:10:00 00:00:15:00 00:00:20:00 00:00:25:00 00:00:30:00 00:00:35:00 00:00: es ‘Name [abel es ey [ame nate | va Logo ‘Adjustment Layer oa > Video 2 = NVL6S24.M0V. 25.00 fps a tL] MOV TE acity:Opacity MVE 6) LATMVI_6542,MOV IV] Opacity KR MVLL6S25.MOV. 25.00 fps SB v vide 5524 Mv fan ca mi be MU MVLES3L.MOV 25.00 fps isi > NVL6S33.MOV 25.00 fps MELİ MOV A net Mov iii V 6542. MOV [A] 1 NVL6S37.MOV 25.00 fps İl ve WEN MVILGSA2.MOV. 25.00 fps =| NEZ > actor momo & sis",199,947,1,1,0,18865,1.724188
BwKcz1fFXPQ,‘ne gil puke aa NASS IN? PIN Sy ( \ = NI la EN isi,12,62,0,0,1,377159,6.1909
BxRvTy52RaA,"—— Apnpıcı , on GB ir bE",5,28,0,0,0,1432118,7.342281
Bz9hG3GZzZU,ur a6.” 7 N A ey \ iy UÇURTMA AVCISI 1 aa HALIT HUSEYNİ,13,66,1,0,0,244296,4.214712
BzITvYw-vZ4,NORMAL BİLGİSAYAR: a. | 000004 T=) 00 YIL KUANTUM Rİ 1) A Kİ ba Dai 7. s Y NILNO?İ E ——INV av,24,106,1,0,1,572151,6.851337
BzKMSfnGquE,N HAYATIN SANAL GERÇEKLİĞİ,5,27,0,0,0,223754,4.105674
C0PEJ_neMN4,- s e — fe > ama me LA» he asli. a a ME Mb. ge m. —,14,65,0,0,0,204599,3.869891
C30IWWJP5uY,>< = 2 ANY Ti ili i] VE iit AY Ve EL “Sell ' q MUSTAFA BECIT HER SEY BEN YASARKEN 0 OLDU . MUSTAFA BECIT,22,121,1,0,0,66581,2.941867
C45dZM5rc3w,q ip > a e » ) GO.GEKIRDEK — » » ii KÜ N 4 #9 v 2 0 v 0 -* “ A RK” DİREN J FAL DIL Mİ =f İl | Bİ 4 ni ARI M7 NA —_—s (AnD ‘BO ÇEKİRDEK KOYARL,40,177,1,0,0,636453,5.809197
C5xQly4mhig,r= ZİNGİRİ,4,11,0,0,0,1324627,6.301596
C69OP_o2g-g,"yi, a Ss au A",5,17,0,0,0,370951,4.58296
C73183abxRc,iy MÜKEMMEL OLMAK İÇİN KAHVERENGİ ŞEKER YE MEYİN,11,51,0,0,0,784566,5.401857
C7T7IK3BWhg,HEYK BEYAZDIR?,2,15,0,0,1,1079974,6.02318
CD7TrhMXSXc,Sect Ze ay tiviN YAPAY GÜ İŞİ NES TEN ah KAT DAHA Si AK,15,60,0,0,0,3062210,7.50627
CFTs5EmWQDg,(İPİN Ter UY,5,14,0,0,0,1161469,6.521251
CMK0grd0RFA,© 0 Du. iy) # 9 Gi Me NEDEN HERKES FARKL ŞEKİLDE DAİRE ÇİZİYOR?,16,69,1,0,1,1070041,5.769618
CUL_i-cY6RI,4 same oe . © our =< — yak [ ape ALT <<. ee,8,55,1,0,0,1195801,6.870083
CcCbIKp3Pzc,BELEBEĞİN OTOMOBİLİ IMALI? * i di al) SNe ay. | = >,10,56,0,0,1,582408,5.830698
Cd6zPur3S0Y,‘Source: MVIL6555.MOV Tİ: et PREMİERE PRO EGİTİMİ Be A ii Lh » | ay (a Lg Zz » r= Jp” di — ig! SS 74 A'N 00:00:08:18 Fit =] (e) BH we A 00:00:07:16 00:00:00:00 Fit = we KA 00:00:03:05 = v t e <i » af = q t qe <i > > oF See = birinci bölüm » = Bin: MOV > ers PA Foto Safa rprojiMGV. 17 tems 00:00:00:00 ED (00:00:01:00 00:00:03:00 00:00:04:00 00:00:05:00 00:00:06:00. 00:0 tn: TAN 00:00:02:00 are. KN “2 “VİDEO DÜZENLENE 19 VID İŞ AKIŞI,116,507,1,1,0,39468,2.364663
CgESCTp0UqI,EU LU 5 fi} al iit UL ŞI VERDİM! “ > amma =,11,53,1,1,0,4840595,7.584733
CgXPnpvrGNM,YABANCI DİL ÖĞRENMENİN EN HIZLI YOLU: KO-KO TEKNİĞİ m KORKUSUZCA KONUŞ! 0,16,79,1,1,0,6915614,7.602214
CjnCe46J9ok,4 y- 4 İp f | BAL A yur | a g7 sün | nelen ie isl » CS >,16,70,1,0,0,766673,6.764254
CpMJBlnpDTU,i <= ça la 1900-2026 N > = me Sas hs) == ~ | e > e rooney Z Kuşağı,14,82,1,0,0,934837,8.511887
Cq33iTwbkic,BURGER a 7 a,4,14,1,0,0,1185466,6.362754
CuF6jZ1nTIg,. M.İ b 2g we ğe: vu 74 ea ™ 7 > Al (he a,13,53,1,0,0,212970,6.961587
CumRvmiN4Fg,"b | »* “e, * je İ We Acs İZ SAV % Zİ SS 2 7 ZON XG EZA Sİ EZ UR NE İZA Ae ae dez iS U ay az Si = — NZZ. UN > LİNEN LİN ZA SN 4; it ~ yl ye GS SUE S74 BI SSN 5 ah EN 1S İZ aS Tİ NEY Yl © As ZA Ss Loy N NU EW NY Mi 7. xy EO) ES i VI OZ SUV ESS V7] =) wy Gi Na ZAN wey NN Z 7; 131 is 15. ZE D7 > 27, Bs iyi dei > SL) << se 5, Se oie SS a ty wi",102,445,1,0,0,2299094,7.708252
Cw_BHJddTgw,Wi MN Ly p — 1) in | idi IN U — —— — aus BİR | 1a} Tİ | | IR Ly | TU ~ | | | hi | İ | | | | | l U Mg ante KL =e Lal i a,28,153,1,0,0,733451,6.443205
D4GHc3g6dFw,The yy) God dü ig “BABA” NEDEN,7,35,0,0,0,2219987,7.201597
D6hB82zC1PQ,—— ——— ) ] N / JAPONYA HAKKINDA İLGİNÇ BİLGİLER,9,53,0,0,0,1276967,5.813415
DCK_vzNoZ68,"“= am , ç NY 0 iF _ |",6,27,1,0,0,1012249,5.580581
DEcW4yJ0M1A,Pret re Pro Edi ject Sequence _ Marker dew Help. (6555.MOV PREMIERE PRO EĞİTİMİ JA gi YA İİ “We = Va if li. © Ny 00:00:08:18 Tr 74 Bi ye A. 00:00:07:16| 00:00:00:00 Fit ie A 00:00:03:05 9 oe > oF 7 q t fe |< > > oF eee Bin: MOV birinci bölüm Pa Foto Saf 17 tet 00:00:00:00 EE (00:00:05:00 00:00:10:00 00:00:15:00 00:00:20:00. (00:00:25:00 00:00 Lr ee. 9 v mn NAK MONİTÖRÜNDEN 13 KAY “ZAMAN ÇİZGİSİNE TAŞIMAK,112,462,1,0,0,32941,2.202341
DK1DtmPjnWw,= i CE 7 Aw wr Car ; HOLLYWOOD'A GİDEN S UNLUDEN 4 INGILIZC E OGRE NME TEKNİĞİ,18,87,1,0,0,1620738,6.239489
DOC7gTsyMxk,KS a att r uss ii) Pr me I J Terini gin Aisin lain Yi (est ig iy [elmo an fy lap HT bi | ng Tüy fl e Üy ll ip Mm dip 1 ll hon,36,152,1,0,0,635245,7.18458
DSDF5SXROUU,/ EN yy HA HARITAS! ş > Ne Ş ¥,7,35,0,1,0,780190,7.001531
De2-TMkxNSY,2020'YE GİRMEDEN ÖNCE — mi SUN BU VİDEOYU İlmi < m m >» MENS Xa Es a .,17,77,1,0,0,1227011,6.228479
DeLny1x-wZA,“Cesur i Yeni Dünya - g eALbous HUHLEY % | iş ~ ae \ ( N CESUR YENİ DUNYA di) dil EO yem nem ein (| ALDOUS HUXLEY,21,128,0,0,0,174260,3.816703
DghQPqsA4R8,ELON MUSKIN PROJESİ NEURALINK,4,30,0,0,0,2244626,6.769654
DmzRtjjtp8k,— | wo is ai - “HANGİ KAMERAYI KULLANIYORUM?,6,48,0,0,1,630157,5.332724
Du81IHS8gNU,taş Gi Ne ie y a ut sa hed 94 m mt Bhat Ce Bd fa? is) JPEG RESİM BOSYAS! = Tee ig. co i | il | ON. 36 pil izi,30,138,1,1,1,1280259,6.470748
E4Ttfob3_Bs,GÖLGELERİN GÜCÜ SILUETLER,4,26,0,0,0,197575,3.923058
EEXhEn1H5e0,"KÖRLEŞME Çevi, ML ELIAS CANETTI sil 4 AE 1 f (4) Ee » ace A hi gez (Vm a > KORLESME A>. +0 B ELIAS CANETTI",24,124,1,0,0,42164,2.475889
EMlNstwTHfU,DAHA ETKİLİ OGRENMEK IGIN NE . YAPMAK GEREK? ei 1 (o “a FEYNMAN TEKNİĞİ VE ÖTESİ,17,89,1,0,1,4084931,7.156133
ENwtC8LgPcw,= SS = Ş WE gh f = his SG Bart ' ÇA Ke > By Ss \ = 22 il) vi & OF ENER ri <> Ne Şan My i] TM li at! BITCOIN INSANLIK TARİHİNİN EN ÖNEMLİ İCADI OLABİLİR Mİ?,39,185,1,1,1,3287466,6.94353
ETMNrwwO4Mg,> İKY Fe 2 şi” MR oe y e” usa MAR S'A BU ARACI MI GÖNDERECEK?,16,67,1,0,1,735977,5.548006
EYlDo1Zdqwo,5 # ROKETİ = «4 © AY A CARPACAK! çı Ni ÇARPMA YER! NI > “HERIZSPRUNG KA — AMARTIE MOON a,16,101,1,2,0,756387,6.122126
EhY5dlV8N0Y,— am EVDEN N gi ve gi OGRENME VE ÇALIŞMAYI e ’ i(l LAYLAŞTIRAN Ig MOBIL UYGULAMA,16,89,0,0,0,1390345,6.398268
EmjViC8yPUY,FU 3.14409265509/93208462b430832/000208419716939987 0100020074 944692007816406286206998628034820842 00000132000 5b47093844609050082217203094081284£1 uğ 27 0İD0B02İ0 00006446229469049303819644288109706 G12847004820078 G7BSIGS271201909145648566923460948 1821300060726 02491412737245870066068100881/488102092 | 09628292040817f0004 wins OG 7B920903600I103083004882046602I 00414690194101160948 8007270360 709091903092 186117081932 117981091180480744623 7886 31880 70272489122 79381 Ba0II94912889 a673 Kal 166430660 2)49494630022 47379070 2179 6702384 674818 a BASAMAGINI: pote TI <BİLMEK.GEREK Leo} Tr.,53,627,1,0,0,1135986,6.553639
Es5aYB0n9vk,"id &, AN > & Ww wont",4,26,0,0,0,190192,3.925107
Es7EfSMiXmU,Va N o. ) \ pi YENİDEN KREATİF OLMAK İÇİN NE YAPMAK GEREK?,15,64,0,0,1,311145,4.503497
F-FX75lfxrU,EN YE iy a “i'l / ae NEN Ste 5 « be! 3 | YIL 1 : | SAVAŞ HİÇ BİTMEYECEK BİR HİKAYE,22,99,1,1,0,548863,4.95141
F6to3ClwEoI,NU KIC : we : HW He,5,24,0,0,0,759369,7.067205
F8BFSVjpRv8,ZN aly yf ie WF SİNEM TARİHİNİN” Keli EN İVİ MONOLOGLARI,16,62,0,0,0,471197,5.986363
FL0CMvwXPlM,ii J = = vi A LZ NE GODGLE'IN YENİ LOGOSU SEVDİNİZ Mİ? YOKSA NEFRET Mİ ETTİNİZ?,19,86,0,0,2,362894,4.518531
FMsiO6zW23I,":00:08: ___—_ PREMIERE PRO EĞİTİMİ < as Sağ Zİ av 6533.) al, NE MAN ÇİZGİSİNDE KLİPLERİ TAŞIMAK VE TAKAS ETMEK",27,118,1,0,0,29113,2.093238
FQNmm_BbnsQ,"dy) = ) VON i fil; IMI Hill 7 Ni \ \ Le; i DEBİLİ, WE fl \S 4 / yl m N e QZ N Zz, US) IU HUYALAR ij |",27,131,1,0,0,3770126,7.422312
FUH7m6tHgm0,"> 2) = pl). TR ay ss i WNW ee ys i A ( ""eens Viv“ ina » a"" > > gg. TN q VA an vi We ar a > 4 N 4 $ -——— İd gi DA e » = | (4 a # he freA y N ve Op ça DI META OEMETA",44,209,1,0,0,983780,6.392908
FfW2yyxBHpg,ge. (= war i mm ¥ i Thy: —— ——— 3. ROKETE NE OLDU?,10,59,1,0,1,1668006,6.285021
FgSAUJ1xZJ8,MATRIXTEN 9 KOMPOZİSYON KURALI DAHA İYİ FOTOĞRAF ÇEKMEK İÇİN DAHA İYİ FİLM İZLEYİN,21,83,1,0,0,902690,5.412861
FgorLc4K2eA,LU ae lale = Gee 2 İla A 1:8 ie n> ir ei a do ya Kron fer fythagoras’ theorem Whore Bea (aes ci’) he ea (2 dı -1 —w ix ey Dots TA py SR C a if << İ sml BD MR ~ A a] yo W ES ji a I hed KIMDI BU,55,233,1,0,0,6235861,7.61461
FkeoWwX5IQM,————ş Tm Vi e“ İğ fe { © BU DA Ml ob,11,42,0,0,0,262746,6.625199
FkpG_We-G9g,DJ \ | © PLÜTON VE SONRASI 248 YIL SONRA NEREDE OLACAĞIZ? —,9,65,1,0,1,625537,5.044631
Fns44jjZ-sk,~~ 2016'DA ZİNCİRE EKLENEN YENİ HALKALAR,7,41,1,0,0,261394,4.317586
Fuv59BhKf_Q,m STRESLE BAŞA ÇAKAN EN İYİ YOLU,8,33,0,0,0,3033514,6.746927
FvaBCK_yf3Q,"edi —— ieee — 2 ||! i io : my os >"" ATE yg # da [he |= = Zamanda + puluk — öz m.",15,97,1,1,0,1588128,6.983259
Fwfdt3n13JY,Artemis IMA ya Gidiyor 1. GUN OZETI,7,36,1,0,0,84028,6.413293
G-B6rfqGD_s,"Co ÇE | oo ody Lesh La, J tsi sg —, E all, yp — İ AA. il LF yy bs) —_ PİJAMAYLA ÇALIŞMAK #BASKABRSEY",23,113,0,0,0,483946,4.838994
G16TpbnSpFw,"İK DR RN a A & oh SHSM) # a Min K Yi ii ai i Ve Hl viii w Ki İLİ U 7 \\ \\\ MAK \ 4 e 7 NN i i] Leah OY DO SS tbe HIVES, a i eg 2 > 5 SBRRE, ERB DREEP: RRRRARARİR RERBİRRERR rare | | SS aan = moe = eee Sa, at ee. a? Sp ep Gp ah ep FTE TS 14 EL TEZ aly a © DU Ze liney Kore = —HanNehri Mucizesi",76,363,1,0,1,1024545,6.042385
G5Wqv-7c42A,al 4 Ss mises s BILMEK... i NE İŞİMİZE YARAYACAK?,13,52,1,0,1,1053157,6.783372
G89XRGQVm3o,DÜNYANIN EN ÇOK ANİMASYONU YAPILAN — KARAKTERİ,7,51,0,0,0,425703,4.850549
G8kxCWm2XAo,va ‘ee di“ KİKİLER W « e © >“ + ® A’ A DU ZE) of o St Oar çe ~~ wef of,19,85,0,0,0,638670,6.199825
GDezonq3wC0,ia ge > Di || a | | çi || Lİ | | 1,7,46,1,0,0,534671,6.01179
GL6Qb76-hfc,"A c~, SOLUK MAVİ NOKTA",5,24,0,0,0,481647,4.910919
GPVNITEDK3w,wd aş banka” Bir Br adh Le hk — > İSTANBUL BİR MASALDI MARIO LEVİ,15,71,0,0,0,32007,2.238218
GQEKkTug1Zk,"4, ‘oe ba yi aM, “. Pune oe ie . İÇİN ee dl { IN KU ail GER",17,74,1,0,0,280252,5.903691
GRLkwMIyDDA,7 ŞUBAT CUMARTESİ 2) 29 SUB TARİHİNDE a,10,44,1,0,0,2008751,6.745245
GVzLvceMC1I,"m, I BİR FİNCAN KAHVE DAHA",8,27,0,0,0,1067994,5.847933
GW3MMtJMeq4,NE meta — GİZLİ BOŞLUK AMİN EN NE VAR? £,10,45,0,0,1,8174309,8.699964
GhfdQWe54-o,# —— HER NEDEN UZAYLILARLA KARŞILAŞMADIĞIMIZI AÇIKLAYAN 17 HİPOTEZ,8,69,1,0,0,5967044,7.504582
H7ygo0GMsik,a YAKINDA iP İ by . si Te e end ay zekayla İmasıni?,13,60,0,0,1,709403,6.812704
HCDXEtaK52g,- m Lai “7 © ’ sa PİNİ 74 KARANLIK YÜZÜ,9,45,1,0,0,1590289,7.094869
HDLBSElbMOA,PENTAGON'UN DOĞRULADIĞ Ne UFO GS Ri AŞA LU GÖRÜNTÜLERİ,9,60,0,0,0,3649334,7.277146
HDQSTz2MmqU,"Premiere Pro. Edit Project Clip Sequence Marker Title Window — Help. E Media Browser * MOV y B Hari HD View as: Fille Directory > BM ADOBE — PREMIERE PRO EĞİTİMİ > imav > fim DEPO. y fm ecm eS > fim 2010-04-23 Safranb. = | Litt. — Sate ee — > it 2010-05-06 Eminon, 2012-06-25 Foto Sa MVLLGS24.MOV. Ese} MVLLES25.MOV. 720 MVLES3L.MOV. 15:22 MVL_6533.MOV MvL_6537.Mov 821 MVLESAZ.MOV. 1722 fm cr2 fm mov | M PP TH , ae 4 Tee fw > fim Movies es) oy > fim TV sHOWS ‘MVL6545.MOV 512 MVL_6546.MOV 733 MVLL6S47.MOV. 9:07 MVL6550.MOV 4:13 MVL_6551.MOV 9:05 MVL_6552.MOV. 822 > B Macintosh HD ees iy = Zod 3 ms wh eet > Şa pepe ae * | ii ee = ‘a MVL_6554.MOV 29:17 MVL6555.MOV 1117 MVL_6557.MOV 2:00 MVL6558.MOV 6:02 MVL_6559.MOV 9:23 LZEMELERİ PREMIERE PRO g MA IGINE AKTARMAK",153,862,1,0,0,94017,3.176577
HFE6qJjY1u4,ODAKLANMAK | GC) 0 NUM TEKNİKLERİ! GORNELL METODU id,9,58,1,1,0,799842,5.939888
HGpWJRvzVDA,[a an 'N ‘ire ig. | MM 2M ay © Gi MOM öy 7 /VILDA NASI DEĞİŞTİM? DEO! > ee if,20,87,1,1,1,1472541,6.839025
HLmbb3pGBHY,yeis UN § YAPRAKLI GÜL DESENİ?,5,32,0,0,1,206133,5.544395
HStCv8ixyWg,dg 'N : Sy,3,13,0,0,0,3864053,7.205902
HTFTvfin5Es,"ad Se > We. ee YÜRÜYELİM = ea) > ARKADAŞLARIMA, Bee",9,58,0,0,0,559747,5.357648
HVpl3doIAPs,hey ğı TUGUNDA Sa ANAN â Sy,7,32,0,0,0,2161851,7.192121
IMoIXK7xpi4,= A £ Sty a | Mie xf mi. de. SA O Se ons cain | mi) \ = J as ya 4 By YANIN EN YALNIZ INSANI | Wag ri! YAA Va j ğ di * / A W Fey,32,155,1,1,0,1833199,6.815289
INnAYTwubeo,a fen memeli lm | Ea ee sa aa Agta Sain ps he sae SY ili EZ i ad <1. f Sa Boe ge = Bie. hs NSS Dent? SS ae Seo AYNI ANDA KAÇ İŞE BİRDEN ODAKLANABILIRSINiZ?,38,168,1,0,2,746901,5.30691
Il42qK7_dGc,"Zal fs |4-] ih Sl DERİN NEFES ALMA ŞE MR, GL | | TEKNİĞİ |",14,61,1,0,0,874574,5.867506
InhONwjflFE,a Ep “dl SHE ANDOK ANALAR NI ARIYORUZ!,8,43,0,1,0,506144,5.158949
IpiTc4jaMP0,"Le 7 | / 0 Mee, f AZANO! ALIŞKANLI J vü > 4.",10,53,1,1,0,667849,5.773367
Iwg8yMGymv4,klar WI GN. As CI = vw — OA FE cs xx Si =) BY s | gi 7),15,72,1,0,0,285490,4.324926
J1UWh5tVuww,0006000000000 ATILIR U Ww | i a» iwi SE | Ss A NG BEB Lİ 0099009990990,14,82,1,0,0,10937470,8.334728
J5dvyUycR3s,"FERİDÜDDİN ATTAR Mantıkwt-Tayr (Kuş Dili) Abdulkadir Sarıkamış 4 ky Nİ ay EN \ Ves NE, 9 => KS i }",20,113,1,0,0,87985,3.185963
J6RddtseuKk,"ax ~W “5 Me Ht LE VI! Sf a ee o Mi Cala i AYDI «& Say Mİ ny, av ABİ ""ae, a",22,95,1,1,0,296884,6.184794
J6RswCBkcZ8,,0,0,0,0,0,3121010,7.806515
JA8_UMRMll4,wr Va > UN EH?,4,16,0,0,1,1559292,6.836056
JClap8zgC4E,a İN & (0 | >” A ÇOK ÇALIŞMAK MI? DERİN ÇALIŞMAK MI?,12,56,1,0,2,1589009,6.185084
JECMFu33Ebc,YANARTAŞ 2 MEHMET DOGAN,4,25,1,0,0,34154,2.297829
JHCua49CYxs,100r e 010 Xd or v < eres: a EN ia 0) gri KUANTUM BİLGİSAYAR KU LLANMAYA HAZIR M SN?,21,97,1,0,1,795876,5.360797
JHwyNYNjEGg,| N | w Lİ rai | sapece 200 YILDA \,7,42,1,0,0,380655,7.357225
JOKlN9axzDA,"» » » Glee la ae ecirmeKd her yaşa Uyeu ""97 WEB SİTESİ",11,61,1,0,0,1759652,6.624903
JTw3usk_K7E,» Se AR Ss: ad ol NoZORE NLDu: alias ») Lo” ei > hie oe a =i a “at izi > eği # A,19,102,0,0,0,755169,6.630264
JUjm4vSlw6s,la! kı i a MONTE CARL VANILBISI?,7,37,0,1,1,423128,6.380656
JWcr4TwcupA,ARE THEY HER si oo = Ji ter YAL ARRIVAL - BU DÜNYAYA NEDEN GELDİLER?,14,73,0,0,1,1407799,6.008378
JdbpT7tWvpY,Aa. a Be Ome YER ALTINDA,6,26,0,0,0,1095976,6.921576
JmMBZruthxQ,a rastgele sorular,3,19,0,0,0,1739217,6.520316
JpM81ae2PbI,Jet ee == | « Glass | ayi KIER Mİ ion,7,40,0,0,0,1383872,6.413621
JqumdJdv8yI,a gs” DAHA İYİ ÖĞRENMEK İÇİN S.0.DT.İ TEKNİĞİ,15,46,1,0,0,1982914,6.342179
JyEPcNUN1jI,te | 7 Gg >. NEZ YA / GELECEGE HOSGELDINIZ 21 EKIM 2015 - 04:29 PM,13,74,1,0,0,386231,4.591393
K3iFTE795o0,"¥ k Tl değiştirmek İstiyorsun... erie 58 | a a 2. Me tS e Bb, 2 3 a + Qs = *S >” vr a",21,97,1,0,0,306080,5.731103
KCJDriDjktE,lu “ee Sir .. Ke ee ii KULLANARAK AMR TA ARLADIK! ARABASI e = 2 ©,13,78,1,1,0,713369,5.617742
KDPt6JglMH0,Sean eS = > fi \ \\ Vane) a0: “902,6,40,1,0,0,437182,4.61962
KKZa2NYzMHo,A > TEL XC Dy Z | A NEAL I ZI,9,32,0,0,0,489773,6.639976
KW0yOEw2UqY,,0,0,0,0,0,4903589,7.492514
KXcgiR05Eu8,"adel a tah PAY Ce Be? A i SA) Fe \ İd a faced > AN DA BARISOZCAN'LA >. ¥ 2 m } , Vi ei > ie W5 Nee Bees İN de Dd a> — ea, ys Vw ay iv ge a BUNU OKULDA ÖĞRETMEYECEKLER",40,206,1,0,1,772406,5.566465
KZMIPDJSXRw,"A DWviTAL DÜNYADA “ADINI HİC DUYMADIĞINIZ ÖNEMLİ KİŞ be,",11,60,0,0,0,290953,6.199443
KbZoGw7VP5M,el feiole aca k gimdi? ] N FEJSEBİ 2,8,40,1,0,1,1527825,7.895848
L0LxnjQnCDE,N a: A Sg ZB A VR V) > i} Dik ll bl za A’MAK-I HAYAL at = FİLİBELİ AHMED HİLMİ,23,92,0,0,0,125000,3.512341
L9ETeZ4rb9I,"A eae, i< aA \ vw mii sq | N",8,37,0,0,0,317763,5.336299
LEh2PA_I7cQ,a ila e) EE» KEPİMİZİN İHTİYAÇ DUYDUĞU BİR YETENEK,15,53,0,0,0,2140741,6.553227
LGCZCo-rgu4,A Bx U poe ef iğ BARIŞ ÖZCAN & ŞANIŞER,9,42,0,0,0,6602398,7.673976
LRHIYT9ljdM,: 000 FEET : 169 METRE WASHINGTON. ANITI om | MARTIN LUTHER KING'IN HAYALINE KIMIN IHTIYACI VAR,14,100,1,0,0,253851,4.347104
LTJ7bgj8IS8,“yil ğe Te MN WI N N Na xX 4p LAST N OF US,14,54,1,0,0,2317619,7.48189
LV-BB-bUi88,sesleri görebilen insanlar. SİNESİEZİ,6,38,0,0,0,664646,8.208785
LW-myQJceTE,CESUR YENI DÜNYA >. al a == a A.,7,38,0,0,0,622255,6.395799
LYoJnCpRswo,— j — A YA,3,15,0,0,0,750752,7.949454
