id,title,upload_date,caption_source,duration_seconds,word_count,sentence_count,words_per_sentence,syllables_per_word,atesman_readability,readability_label,msttr_500,question_marks_per_1k,exclamation_marks_per_1k,profanity_per_1k,intro_word_count,intro_question_marks,intro_hook_type,intro_curiosity_per_1k,outro_word_count,outro_cta_per_1k,view_count,log_views_per_day,curiosity_per_1k,uncertainty_per_1k,analogy_per_1k,emphasis_per_1k,story_per_1k,direct_address_per_1k,first_person_per_1k,call_to_action_per_1k
LRHIYT9ljdM,Martin Luther King'in hayaline kimin ihtiyacı var? - VLOG 23,20170709,manual,884,479,3,159.666667,2.688935,0.0,çok_zor,0.728601,0.0,0.0,0.0,89,0,surprising_claim,0.0,0,0.0,253851,4.347104,4.175365,2.087683,12.526096,4.175365,4.175365,8.350731,31.31524,4.175365
UAmR7Z1wIDI,Neden meslek tercihi yapmak resim yapmak kadar zordur?,20170723,manual,530,1080,100,10.8,2.575926,67.1492,orta,0.716833,12.962963,5.555556,0.0,208,2,question,9.615385,150,20.0,453019,4.924767,6.481481,1.851852,8.333333,2.777778,3.703704,25.0,14.814815,8.333333
rXu47vgvID8,Bruce Lee'den özgüven konusunda ne öğrenebiliriz?,20170730,automatic,559,913,89,10.258427,2.64184,65.9146,orta,0.706932,9.857612,0.0,0.0,129,4,question,31.007752,136,7.352941,1795757,6.298679,5.476451,2.190581,7.667032,3.285871,6.571742,6.571742,13.143483,3.285871
5u79w4DTDjI,IKEA etkisiyle hazır kek yapmak  (Bu video yemek tarifi ya da reklam içermez),20170806,automatic,651,1067,1,1067.0,2.502343,0.0,çok_zor,0.746866,0.0,0.0,0.0,175,0,question,11.428571,141,0.0,517383,5.060918,4.686036,0.0,5.623243,2.811621,5.623243,14.058107,21.555764,5.623243
x7Zghqs9cI0,YouTube’un logosu neden değişti? Kırmızının İntikamı,20170903,manual,382,777,55,14.127273,2.580438,58.2837,orta,0.724061,7.722008,0.0,0.0,199,1,question,0.0,137,7.29927,1487698,6.121476,3.861004,2.574003,3.861004,1.287001,1.287001,3.861004,3.861004,2.574003
p7yN5vm0rK8,Sherlock’un hafıza sarayı nasıl yapılır? Mekan Metodu,20170910,manual,829,1353,133,10.172932,2.682188,64.5168,orta,0.71007,5.912786,5.173688,0.0,168,0,surprising_claim,0.0,83,0.0,2776035,6.746389,4.43459,0.739098,5.912786,3.695492,8.86918,11.825573,19.216556,4.43459
RSCMeeApEpc,Yeni bir Proje: SCARECROW | Korkuluk,20170917,manual,660,1224,77,15.896104,2.501634,56.833,orta,0.719845,11.437908,3.267974,0.0,189,2,question,5.291005,65,15.384615,264242,4.407703,7.352941,0.0,4.901961,4.901961,10.620915,19.607843,31.862745,13.888889
VaDAzFJcIxY,Creators for Change: Baris Ozcan | SCARECROW Korkuluk Episode 1,20170918,manual,470,539,71,7.591549,2.543599,76.822,kolay,0.797538,7.42115,3.710575,0.0,148,0,story,0.0,125,0.0,1229242,5.935686,3.710575,9.276438,11.131725,11.131725,16.697588,33.395176,50.092764,3.710575
45-mzhsn0Wo,Creators for Change: Baris Ozcan | SCARECROW Korkuluk Episode 2,20170919,manual,649,949,176,5.392045,2.43941,86.7485,kolay,0.703143,38.988409,5.268704,0.0,183,1,question,16.393443,137,7.29927,217222,4.214996,8.429926,5.268704,5.268704,7.376185,4.214963,18.967334,28.451001,12.644889
OJx72Wjiyds,Creators for Change: Baris Ozcan | SCARECROW Korkuluk Episode 3,20170920,manual,654,691,112,6.169643,2.534009,80.9184,kolay,0.784702,30.390738,5.788712,0.0,155,3,question,12.903226,140,0.0,143721,3.809777,5.788712,7.23589,8.683068,5.788712,7.23589,10.130246,15.918958,10.130246
T09cIhkBnBA,Creators for Change: Baris Ozcan | SCARECROW Korkuluk Episode 4,20170921,manual,549,570,100,5.7,2.517544,82.8057,kolay,0.804,21.052632,7.017544,0.0,122,2,question,8.196721,146,6.849315,110316,3.552236,1.754386,7.017544,14.035088,7.017544,8.77193,1.754386,21.052632,5.263158
RFibAz6hLrs,Creators for Change: Baris Ozcan | SCARECROW Korkuluk Episode 5,20170922,manual,734,935,156,5.99359,2.716578,74.0432,kolay,0.753115,33.15508,8.55615,0.0,86,1,question,0.0,130,0.0,86657,3.318935,7.486631,2.139037,2.139037,1.069519,6.417112,17.112299,22.459893,6.417112
QsoIN-SkBVE,Creators for Change: Baris Ozcan | SCARECROW Korkuluk Episode 6,20170923,manual,808,818,164,4.987805,2.602689,81.2438,kolay,0.735931,48.899756,14.669927,1.222494,103,3,question,29.126214,80,25.0,83893,3.288007,7.334963,3.667482,6.112469,6.112469,8.557457,40.342298,31.784841,17.114914
wGjjAnhsb20,Creators for Change: Baris Ozcan | SCARECROW Short Movie,20170924,manual,2761,2858,576,4.961806,2.552834,83.3146,kolay,0.709434,38.488453,12.946116,0.349895,49,1,question,0.0,63,31.746032,655499,5.311075,5.598321,5.598321,6.648006,5.248425,5.248425,24.492652,31.840448,12.246326
ZWxqQ7MZM7Y,Blade Runner - Film Analizi,20171001,manual,579,998,15,66.533333,2.440882,0.0,çok_zor,0.676345,2.004008,0.0,0.0,199,1,question,10.050251,60,0.0,410915,4.849137,7.014028,3.006012,10.02004,3.006012,7.014028,1.002004,27.054108,5.01002
qkswPEQJtEY,İngilizce’yi Arnold Schwarzenegger’den öğrenmek,20171008,manual,846,1598,20,79.9,2.371089,0.0,çok_zor,0.727439,0.0,0.0,0.0,208,0,surprising_claim,0.0,132,7.575758,884171,5.61335,3.128911,1.877347,5.006258,3.128911,4.380476,10.012516,17.521902,5.006258
RHOg3FA9UwU,Tek istediğim bunun gibi bir şey. Farklı bir motivasyon videosu.,20171015,manual,503,656,113,5.80531,2.539634,81.6433,kolay,0.595077,6.097561,4.573171,0.0,108,0,surprising_claim,0.0,111,27.027027,2821145,6.773251,1.52439,0.0,16.768293,3.04878,6.097561,13.719512,6.097561,12.195122
wJ3nJS2qRTg,İki yıldız çarpışırsa ne olur?,20171022,manual,519,931,69,13.492754,2.566058,60.5175,orta,0.693789,7.518797,0.0,0.0,166,0,surprising_claim,0.0,132,0.0,2697288,6.730574,7.518797,3.222342,3.222342,6.444683,6.444683,6.444683,20.408163,3.222342
biOpGkPG_Ho,Mr.Robot’tan Siber Güvenlik Dersleri,20171029,manual,774,680,86,7.906977,2.601471,73.6737,kolay,0.745444,5.882353,1.470588,0.0,163,0,surprising_claim,0.0,0,0.0,1361863,6.050519,2.941176,1.470588,4.411765,0.0,2.941176,10.294118,17.647059,1.470588
NSZ2AHJ-odE,6 yaşındaki oğlumla 10 ayda 1000 kitap okuduk!,20171102,manual,1163,2259,77,29.337662,2.55467,19.6198,çok_zor,0.624568,5.754759,1.328021,0.0,193,3,question,5.181347,166,6.024096,5469127,7.440257,3.984064,1.328021,4.869411,6.640106,19.034971,14.608234,25.675077,7.968127
YeoHProFCA8,iPhone X'in yüz tanıma teknolojisi en kötü kabusumuz olabilir mi?,20171105,manual,522,909,92,9.880435,2.728273,63.4287,orta,0.720308,11.0011,2.20022,0.0,164,1,question,0.0,120,0.0,1039873,5.783665,0.0,4.40044,3.30033,5.50055,3.30033,23.10231,16.50165,2.20022
8ywsjyr-fow,YouTube için nasıl video hazırlıyorum? (Barış Özcan Kanalı),20171109,manual,648,1360,34,40.0,2.721324,0.0,çok_zor,0.723963,8.088235,0.0,0.0,202,1,question,19.80198,111,36.036036,1686211,6.267115,4.411765,0.0,2.941176,4.411765,11.764706,16.176471,21.323529,30.147059
hQXLrPlcbeo,Kim ulan* bu Elon Musk?,20171112,manual,939,1878,213,8.816901,2.576677,72.2949,kolay,0.735831,13.312034,4.792332,0.532481,188,5,question,5.319149,124,0.0,9573926,8.003045,4.792332,1.064963,5.857295,2.129925,9.052183,7.98722,13.312034,4.792332
5guS-TtJq9Y,Az bilinen ama takibe değer 25 Kanal - YouTube'un dibi hareketi,20171116,manual,806,1850,64,28.90625,2.554054,20.7706,çok_zor,0.682,2.702703,0.540541,0.0,241,2,question,4.149378,164,24.390244,1711785,6.284321,2.702703,0.540541,7.027027,10.27027,5.945946,5.405405,40.540541,28.648649
gqKfG0izuwI,Uzaylılar için Elektronik Spor Dünyası Rehberi - Efsaneler Asla Ölmez,20171119,manual,758,1452,108,13.444444,2.588843,59.7282,orta,0.726696,8.264463,11.707989,0.0,131,2,question,0.0,39,0.0,470602,4.998881,4.132231,0.688705,12.396694,4.132231,7.575758,11.019284,11.019284,4.132231
EMlNstwTHfU,Daha etkili öğrenmek için ne yapmak gerek? Feynman Tekniği ve Ötesi,20171126,manual,561,1149,138,8.326087,2.590078,73.0375,kolay,0.694277,7.832898,25.239339,0.0,191,4,question,15.706806,132,0.0,4084931,7.156133,6.092254,3.481288,6.962576,6.092254,11.314186,9.573542,26.979983,6.092254
OeKfSosXsuU,Bu tasarımları insan mı yaptı yoksa yapay zeka mı?,20171203,manual,496,916,43,21.302326,2.623362,37.8323,zor,0.67875,10.917031,2.183406,0.0,170,1,question,5.882353,137,0.0,502275,5.067953,3.275109,0.0,4.366812,7.641921,9.825328,12.008734,9.825328,1.091703
ENwtC8LgPcw,Bitcoin insanlık tarihinin en önemli icadı olabilir mi?,20171210,manual,915,1958,188,10.414894,2.4857,71.7791,kolay,0.635068,17.875383,0.510725,0.0,185,5,question,5.405405,165,24.242424,3287466,6.94353,5.107252,3.575077,6.128703,3.064351,4.596527,11.235955,13.789581,4.085802
DK1DtmPjnWw,Hollywood’a giden 5 ünlüden 4 İngilizce öğrenme tekniği,20171217,manual,726,1469,145,10.131034,2.625596,66.8997,orta,0.684233,10.211028,3.403676,0.0,220,4,question,13.636364,112,0.0,1620738,6.239489,3.403676,2.722941,4.765146,4.084411,8.168822,17.699115,6.807352,3.403676
_5fwRs94pvE,2018'de Zinciri Kırma!,20171224,manual,674,1400,139,10.071942,2.403571,75.9737,kolay,0.6135,7.857143,7.857143,0.0,213,1,question,0.0,115,0.0,900996,5.656115,3.571429,2.857143,7.142857,10.0,6.428571,6.428571,25.714286,5.714286
PFlQAO54VXw,1 Milyon Aboneye 1 Milyon Teşekkür!,20171226,manual,391,782,29,26.965517,2.419437,31.2441,zor,0.691837,8.951407,0.0,0.0,140,1,question,0.0,158,18.987342,428926,4.918367,3.836317,1.278772,1.278772,7.672634,8.951407,5.11509,21.73913,17.902813
iGZ6IJzBQ-w,İlk günden önceki son gün,20171231,manual,398,822,12,68.5,2.478102,0.0,çok_zor,0.712565,4.86618,0.0,0.0,203,2,question,4.926108,156,0.0,471905,5.014768,2.43309,1.216545,2.43309,3.649635,2.43309,17.03163,17.03163,10.948905
kJhmz-nM-cQ,Kara aynanın içinde mi yoksa dışında mı yaşıyoruz? - Black Mirror S04E04,20180107,manual,939,1580,153,10.326797,2.491139,71.7905,kolay,0.711875,10.759494,3.164557,0.0,208,1,question,0.0,79,12.658228,1180989,5.930319,5.063291,3.164557,12.025316,6.329114,11.392405,8.860759,24.050633,3.164557
6WCjer_Fmsk,13 sayısı uğursuz mudur?,20180114,manual,673,1237,129,9.589147,2.461601,74.9025,kolay,0.682433,12.126112,0.808407,0.0,202,6,question,14.851485,77,12.987013,4152604,7.188024,3.23363,4.850445,6.467259,8.892482,4.850445,8.084074,11.317704,1.616815
nWNn4O78hn4,Nükleer Füzeler ve Tombul Parmaklar,20180121,manual,989,1766,94,18.787234,2.611552,44.8712,zor,0.709808,7.92752,0.0,0.0,165,0,surprising_claim,0.0,72,0.0,1971170,6.44598,2.265006,1.698754,4.530011,3.96376,3.397508,9.060023,7.361268,1.698754
BPFVcPmootQ,117 Yıldır Yanan Ampul,20180128,manual,722,1478,118,12.525424,2.450609,67.6804,orta,0.690455,13.5318,1.35318,0.0,201,3,question,14.925373,147,0.0,2806512,6.801057,4.73613,2.02977,7.44249,2.70636,8.79567,13.5318,8.79567,1.35318
-4Vufms0r3U,Kanalımın kategorisini neden eğitim olarak seçtim?,20180201,manual,927,1786,123,14.520325,2.690929,52.8189,orta,0.656689,5.039194,0.55991,0.0,138,0,surprising_claim,0.0,151,13.245033,336502,4.689365,2.799552,3.919373,8.398656,6.718925,2.799552,15.117581,23.516237,19.596865
NTG7NZgQals,2018 Teknoloji Tasarım Trendi,20180204,manual,722,1500,123,12.195122,2.716667,57.8536,orta,0.682,8.0,2.0,0.0,208,3,question,0.0,125,24.0,491924,5.067132,3.333333,0.0,6.0,3.333333,15.333333,10.666667,14.0,5.333333
FfW2yyxBHpg,3. Rokete ne oldu? Falcon Heavy fırlatışının sonuçları,20180208,manual,1179,2146,179,11.988827,2.469711,68.3135,orta,0.692504,6.989748,6.989748,0.0,149,0,surprising_claim,0.0,53,0.0,1668006,6.285021,2.329916,0.931966,5.125815,7.921715,9.785648,9.319664,15.377446,3.727866
oB2u8dbYQLI,Evrende gözlemlenebilen en büyük ve en küçük şey nedir?,20180211,manual,669,1382,134,10.313433,2.484081,72.109,kolay,0.628925,7.959479,2.170767,0.0,211,1,question,0.0,130,0.0,4248166,7.219709,1.447178,0.723589,10.130246,4.341534,5.788712,2.170767,6.512301,0.0
NgsM4mRc5uk,Antarktika'ya gitmek yasak mı?,20180218,manual,573,1193,132,9.037879,2.525566,73.7715,kolay,0.683827,7.544007,0.838223,0.0,156,1,question,0.0,152,13.157895,4857489,7.355902,2.514669,0.838223,4.191115,5.029338,4.191115,6.705784,16.764459,4.191115
jW-kdWUVgV0,Japonya'dan misafirlerim geldi. Tanıdınız mı?,20180223,manual,728,894,39,22.923077,1.457494,80.4409,kolay,0.48801,16.778523,1.118568,0.0,73,2,question,0.0,135,0.0,367455,4.7836,1.118568,2.237136,2.237136,0.0,1.118568,6.711409,13.422819,4.474273
GVzLvceMC1I,"Bir fincan kahve daha, ben gitmeden",20180304,manual,771,1560,193,8.082902,2.523718,76.3383,kolay,0.709167,7.051282,0.641026,0.0,186,0,story,0.0,145,0.0,1067994,5.847933,6.410256,1.282051,21.153846,3.846154,12.820513,17.948718,35.897436,2.564103
-k49ykDKi68,Başarılı olmak için öğrenmemiz gereken en önemli kelime nedir?,20180311,manual,666,1114,45,24.755556,1.448833,76.0061,kolay,0.519848,10.771993,8.078995,0.0,171,8,question,0.0,117,0.0,2437951,6.67395,0.897666,0.0,4.48833,0.897666,0.897666,4.48833,4.48833,1.795332
4N7QCxlifXQ,"π (Pi) gününe hazır mıyız? 🥧NASA'nın ""Pi in the Sky"" etkinliği",20180313,manual,675,1512,97,15.587629,2.363757,63.1774,orta,0.706667,9.259259,0.0,0.0,248,4,question,12.096774,132,0.0,493332,5.081832,4.62963,0.661376,8.597884,0.661376,3.306878,7.936508,9.259259,4.62963
FgorLc4K2eA,Kimdi bu Stephen Hawking?,20180318,manual,930,1782,159,11.207547,2.630191,63.9054,orta,0.715784,8.978676,0.561167,1.122334,205,6,question,0.0,87,0.0,6235861,7.61461,2.805836,0.0,10.10101,6.734007,7.295174,12.345679,12.345679,4.489338
hPZ1n7oZYpE,DISS atmanın ne demek olduğunu nihayet öğrendim!,20180322,manual,757,1591,161,9.881988,2.428661,75.4615,kolay,0.76378,2.514142,1.257071,0.0,211,0,surprising_claim,0.0,161,24.84472,2679782,6.771983,1.885607,1.257071,10.685104,5.028284,10.685104,14.456317,30.169705,16.341923
LGCZCo-rgu4,Barış Özcan & Şanışer - Korkudan,20180325,manual,234,346,6,57.666667,2.768786,0.0,çok_zor,0.763006,11.560694,2.890173,0.0,150,3,question,0.0,115,26.086957,6602398,7.673976,0.0,0.0,0.0,2.890173,2.890173,14.450867,28.901734,14.450867
AwL5uSm4hL8,Facebook'u silelim mi? #deleteFacebook Psikografik Propaganda Teknikleri ve Cambridge Analytica,20180401,manual,1276,2308,251,9.195219,2.609185,70.0015,kolay,0.723948,16.031196,0.866551,0.0,183,3,question,10.928962,88,0.0,2855190,6.838571,3.89948,0.866551,3.466205,4.766031,4.766031,15.59792,7.79896,3.89948
DmzRtjjtp8k,Hangi Kamerayı Kullanıyorum?,20180405,manual,891,1702,84,20.261905,2.445358,47.6992,zor,0.663267,1.175088,0.0,0.0,138,0,question,36.231884,81,0.0,630157,5.332724,4.112808,0.587544,4.700353,10.575793,7.050529,8.813161,21.73913,14.101058
LEh2PA_I7cQ,Hepimizin ihtiyaç duyduğu bir yetenek,20180408,manual,740,1006,103,9.76699,2.66998,66.0667,orta,0.829333,11.928429,1.988072,0.0,152,1,question,6.578947,40,0.0,2140741,6.553227,2.982107,0.0,7.952286,1.988072,3.976143,17.892644,7.952286,7.952286
mUEkPoMMsMc,Hibrit düşünebiliyor musunuz?,20180415,manual,697,1388,108,12.851852,2.572767,61.9208,orta,0.691986,20.172911,0.720461,0.0,167,8,question,11.976048,116,0.0,1535547,6.223812,5.043228,0.720461,5.763689,6.48415,7.925072,18.731988,22.334294,1.440922
6oUUkdGMYDs,23 Nisan’da sihirli bir kalem diliyorum!,20180422,manual,702,1366,18,75.888889,2.401903,0.0,çok_zor,0.666485,5.856515,0.0,1.464129,207,2,question,0.0,75,0.0,522830,5.152543,4.392387,3.660322,5.124451,2.196193,9.516837,5.124451,13.17716,2.196193
QpVMwU70OwI,Otomatik piyanoyu kim çalıyor? Westworld'ün felsefesi,20180429,manual,784,1368,123,11.121951,2.399854,73.3826,kolay,0.683268,15.350877,0.0,0.0,151,1,question,0.0,129,0.0,907854,5.70421,2.923977,0.730994,10.233918,9.502924,5.847953,13.888889,21.929825,2.192982
1shT8RLFQT8,Cep Telefonuyla Yavaş Çekim Teknikleri #SENDEYAVAŞLAT,20180503,manual,861,876,7,125.142857,1.625571,0.0,çok_zor,0.50683,3.424658,1.141553,0.0,143,1,question,13.986014,13,0.0,464371,5.038297,2.283105,1.141553,4.56621,2.283105,2.283105,18.26484,10.273973,3.424658
vXrWJ-FuoxI,GIF nasıl internetin en başarılı resim formatı oldu?,20180506,manual,549,1048,19,55.157895,2.388359,0.0,çok_zor,0.769444,12.40458,0.0,0.0,160,6,question,18.75,154,6.493506,341598,4.734557,5.725191,3.816794,13.358779,8.587786,5.725191,7.633588,22.900763,4.770992
kMCyfPLqTjY,İnsan trolleyen 'ro'botlara doğru... Google’dan tüyler ürpertici bir teknoloji,20180510,manual,518,1016,8,127.0,2.214567,0.0,çok_zor,0.7605,0.984252,0.0,0.0,182,0,question,21.978022,118,0.0,546771,5.202965,8.858268,0.984252,11.811024,5.905512,2.952756,19.685039,13.779528,4.92126
fZU4BNf1WlE,7 Çalışma Tekniği 🌴1 Harita,20180513,manual,630,1211,78,15.525641,2.585467,54.432,orta,0.726098,2.477291,0.825764,0.0,189,2,question,5.291005,114,0.0,999883,5.805067,3.303055,3.303055,9.909166,4.128819,16.515277,14.863749,16.515277,1.651528
_1EabmR1F4I,Bu kavanoza kaç taş sığar?,20180517,manual,598,904,111,8.144144,2.636062,71.665,kolay,0.693772,7.743363,0.0,0.0,70,1,question,0.0,144,0.0,599875,5.297475,4.424779,2.212389,7.743363,7.743363,13.274336,18.80531,12.168142,6.637168
1HDZVQgLLY4,Laurel mi duyuyorsunuz Yanny mi? İşitsel illüzyonun bilimsel açıklaması,20180520,manual,599,703,91,7.725275,2.506401,77.9674,kolay,0.719626,18.492176,0.0,0.0,171,5,question,0.0,0,0.0,2144525,6.56881,5.6899,0.0,8.534851,5.6899,8.534851,18.492176,21.337127,12.802276
woWxbXQ1Ty0,Gökyüzündeki en parlak 3. cisim,20180527,manual,677,1276,59,21.627119,2.467085,43.2631,zor,0.751952,0.783699,0.783699,0.783699,194,1,question,0.0,134,7.462687,1082611,5.888962,2.351097,0.783699,1.567398,5.485893,5.485893,15.673981,13.322884,3.134796
scry4y-dBLg,Oynamadan oyun analizi yapılır mı? Detroit: Become Human,20180603,manual,829,1299,158,8.221519,2.678984,69.7387,orta,0.719906,9.237875,0.0,0.0,87,1,question,22.988506,90,0.0,1417482,6.160139,5.388761,3.079292,6.158584,4.618938,5.388761,15.396459,25.404157,3.079292
B8pJQqgNz-Y,Örümceği eğitip sıçratabilir misiniz?,20180607,manual,424,801,55,14.563636,2.740325,50.7214,orta,0.731382,6.242197,1.248439,0.0,156,1,question,0.0,152,6.578947,515054,5.152794,3.745318,0.0,3.745318,1.248439,7.490637,8.739076,7.490637,3.745318
WrWb-hTJ8cA,Gökdelen camlarını neden hala insanlar temizliyor?,20180610,manual,564,1037,93,11.150538,2.665381,62.6404,orta,0.809658,5.785921,0.0,0.0,173,1,question,0.0,132,22.727273,2657461,6.789976,2.89296,1.92864,7.714561,2.89296,4.821601,11.571842,0.96432,2.89296
wed8hQp6wqI,17 adımda müzik nasıl aktif dinlenir?,20180614,manual,475,664,83,8.0,2.570783,74.6638,kolay,0.728098,13.554217,0.0,0.0,135,3,question,7.407407,148,0.0,528974,5.181635,7.53012,0.0,7.53012,1.506024,0.0,10.542169,3.012048,1.506024
c1VQ3KvixwY,Nasıl el sıkışılmaz?,20180617,manual,753,1487,130,11.438462,2.472764,69.6273,orta,0.66501,9.414929,0.0,0.0,130,5,question,23.076923,147,0.0,1468755,6.200267,4.707465,1.34499,3.362475,2.017485,7.397445,11.432414,13.449899,4.03497
B0QcVWErLlM,Biz Şampiyonlarız! - Büyük sınavlardan önce motivasyona ihtiyacı olanlara,20180624,manual,488,684,97,7.051546,2.340643,86.3851,kolay,0.642391,17.54386,46.783626,0.0,151,4,question,0.0,62,0.0,524294,5.176131,1.461988,0.0,4.385965,0.0,1.461988,14.619883,92.105263,4.385965
2guO7TEnwmA,Instagram TV yeni YouTube olabilir mi?,20180701,manual,694,1475,118,12.5,2.571525,62.889,orta,0.644421,12.20339,2.033898,0.0,219,7,question,4.56621,133,7.518797,320694,4.690477,6.779661,0.677966,9.491525,4.745763,5.423729,18.983051,27.79661,8.135593
kpulBzumuKI,Yazın yapılabilecek en güzel aktivite: Öğrenmeyi Öğrenmek,20180705,manual,512,948,105,9.028571,2.617089,70.1189,kolay,0.686304,14.767932,1.054852,0.0,143,3,question,0.0,129,7.751938,738458,5.520687,8.438819,1.054852,5.274262,0.0,7.383966,32.700422,18.987342,5.274262
KXcgiR05Eu8,Bunu size okulda öğretmeyecekler - Yaz Okulu 1,20180708,manual,751,1329,129,10.302326,2.481565,72.2391,kolay,0.692683,10.534236,3.009782,0.0,128,2,question,0.0,170,0.0,772406,5.566465,3.009782,2.257336,7.524454,2.257336,3.762227,21.820918,9.029345,4.514673
6nupxl23oeU,Asgardia: 2.8 kg ağırlığında bir uzay ülkesi. Şimdilik!,20180712,manual,789,1463,47,31.12766,2.62201,12.2426,çok_zor,0.699127,12.303486,1.367054,0.0,132,2,question,0.0,156,51.282051,1053288,5.876952,3.417635,5.468216,6.83527,4.784689,2.050581,12.303486,20.50581,10.252905
4THSU0om71Q,Beyin nasıl çalışır? - Yaz Okulu 2,20180715,manual,796,1315,130,10.115385,2.659316,65.5858,orta,0.703926,7.604563,0.0,0.0,99,1,question,20.20202,142,0.0,664900,5.419562,4.562738,0.0,10.646388,6.844106,8.365019,20.532319,14.448669,0.760456
hCCPbYes2zI,"Hitler neden 4,5 km uzunluğunda bir bina tasarladı? PRORA Oteli",20180722,manual,478,940,80,11.75,2.560638,65.2839,orta,0.722545,3.191489,1.06383,0.0,171,1,question,0.0,155,0.0,2889542,6.88773,2.12766,4.255319,6.382979,4.255319,5.319149,6.382979,13.829787,4.255319
egsTmOJt5_o,27 Temmuz gecesi gökyüzüne bakın! Yüzyılın en uzun ay tutulması ve Mars’ın en parlak gecesi,20180726,manual,485,967,102,9.480392,2.559462,71.2548,kolay,0.667118,4.136505,0.0,0.0,206,0,surprising_claim,4.854369,133,7.518797,1102731,5.927426,2.068252,2.068252,4.136505,7.238883,5.170631,9.307135,4.136505,4.136505
7b9pzxZBlbs,VAZGEÇTİM! - Yaz Okulu 3,20180729,manual,511,1028,112,9.178571,2.377432,79.3556,kolay,0.705619,3.891051,0.0,0.0,136,1,question,7.352941,154,0.0,487633,5.115813,4.863813,0.0,1.945525,7.782101,8.754864,13.618677,11.673152,0.0
1HzfO453f24,Yeni bir geometrik şekil keşfedildi! SCUTOID,20180805,manual,742,1107,81,13.666667,2.534779,61.3203,orta,0.696361,11.743451,1.806685,0.0,148,5,question,6.756757,74,0.0,1313065,6.104965,9.033424,0.903342,8.130081,8.130081,2.710027,9.936766,14.453478,1.806685
lgN6dTJvCvA,52 Mavi - Dünyanın En Yalnız Yaratığı,20180812,manual,409,680,89,7.640449,2.560294,76.0236,kolay,0.721111,10.294118,1.470588,0.0,142,0,surprising_claim,0.0,104,0.0,1403193,6.173589,4.411765,2.941176,14.705882,14.705882,10.294118,13.235294,11.764706,0.0
InhONwjflFE,Shenandoah Canavarını Arıyoruz :),20180816,manual,940,939,236,3.978814,2.396166,92.1743,çok_kolay,0.67577,51.118211,10.649627,0.0,96,4,question,0.0,73,13.69863,506144,5.158949,5.324814,5.324814,5.324814,0.0,3.194888,15.974441,21.299255,4.259851
3x-sqXwyy-s,Iron Man'in çekildiği yere gittik!,20180819,manual,653,964,14,68.857143,2.067427,0.0,çok_zor,0.660733,1.037344,0.0,0.0,171,0,surprising_claim,0.0,91,0.0,406651,4.942507,4.149378,4.149378,4.149378,3.112033,2.074689,8.298755,13.485477,9.3361
xHat6bFuyWY,"İlk kadın seri katilin, kölelerin ve kasırgaların kenti",20180826,manual,809,321,20,16.05,2.58567,53.0552,orta,0.825545,12.461059,0.0,0.0,162,1,question,0.0,0,0.0,650284,5.411671,0.0,3.115265,6.23053,3.115265,6.23053,12.461059,24.922118,12.461059
qFEJlKs79uc,Bu saat 10000 yıl çalışacak!,20180902,manual,1014,2102,160,13.1375,2.422931,67.1949,orta,0.684024,11.893435,0.0,0.0,122,7,question,0.0,139,0.0,1135585,5.969652,5.708849,1.90295,1.90295,2.378687,6.660324,16.650809,6.660324,3.805899
ag33VJ0cN38,Deli Dahi DALİ,20180906,manual,601,765,84,9.107143,2.545098,72.806,kolay,0.735226,3.921569,0.0,0.0,114,1,question,0.0,97,20.618557,433970,5.013214,3.921569,1.30719,7.843137,0.0,5.228758,9.150327,14.379085,7.843137
ULTw1LQDssk,2 Günde 4 Disney Parkı Gezmek,20180909,manual,946,1406,31,45.354839,2.357752,0.0,çok_zor,0.711688,4.978663,2.84495,0.0,175,1,question,0.0,94,0.0,349408,4.799111,0.0,0.0,4.978663,5.6899,2.133713,13.513514,9.957326,3.556188
7qKWkJmsC_A,Ne zaman UÇAN ARABALARımız olacak?,20180916,manual,632,1220,81,15.061728,2.67459,52.0622,orta,0.732606,5.737705,2.459016,0.819672,180,0,surprising_claim,0.0,163,0.0,486519,5.130224,6.557377,2.459016,6.557377,1.639344,9.836066,4.098361,10.655738,1.639344
NzwCFn2VQFM,Bir Anadolu Süper Kahramanı: PUDUHEPA,20180918,manual,719,1206,64,18.84375,1.602819,85.2495,kolay,0.484201,8.291874,2.487562,0.0,217,8,question,4.608295,108,0.0,516917,5.191169,0.829187,0.829187,4.975124,0.0,5.804312,9.950249,10.779436,1.658375
zTxyIMuvs1o,Elon Musk şimdi de AY'a insan gönderiyor! 🌙Hem de kimi gönderiyor biliyor musunuz?,20180920,manual,494,999,76,13.144737,2.601602,59.9979,orta,0.709723,6.006006,1.001001,0.0,192,0,surprising_claim,0.0,136,0.0,1109727,5.952869,7.007007,1.001001,6.006006,1.001001,9.009009,24.024024,3.003003,2.002002
56vxGr_TOiE,Japonlar bir asteroide ROBOT indirdi!,20180923,manual,748,1343,157,8.55414,2.664929,69.4352,orta,0.755001,3.723008,0.0,0.0,138,1,question,0.0,105,28.571429,1017356,5.867233,0.744602,0.744602,7.446016,2.233805,18.615041,9.679821,21.593448,6.701415
